"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"20122","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","31.8500","202603","18","6,862","11","7","2018","신내역로 160","202604~202803","갱신","-","5,355","19","아파트"
"20123","서울특별시 중랑구 신내동","817","0817","0000","신내 데시앙포레","월세","39.9300","202603","18","7,520","2","3","2013","신내역로 165","202604~202803","갱신","-","3,119","25","아파트"
"20124","서울특별시 중랑구 신내동","660","0660","0000","신내(10단지)","월세","39.5900","202603","18","2,424","5","6","1996","신내로 115","202603~202806","신규","-","","","아파트"
"20125","서울특별시 중랑구 신내동","650","0650","0000","신내6대주","전세","59.7600","202603","18","34,000","0","11","1996","신내로19길 42","202604~202804","갱신","-","26,200","0","아파트"
"20126","서울특별시 중랑구 신내동","660","0660","0000","신내(10단지)","월세","30.4000","202603","18","846","9","14","1996","신내로 115","202603~202806","신규","-","","","아파트"
"20127","서울특별시 중랑구 신내동","660","0660","0000","신내(10단지)","월세","39.5900","202603","18","1,103","12","1","1996","신내로 115","202603~202806","신규","-","","","아파트"
"20128","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","21.9600","202603","18","4,728","8","1","2018","신내역로 160","202604~202803","갱신","-","3,672","13","아파트"
"20129","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","21.9600","202603","18","5,012","8","7","2018","신내역로 160","202604~202803","갱신","-","3,888","14","아파트"
"20130","서울특별시 중랑구 신내동","831","0831","0000","우디안4단지","월세","21.9600","202603","18","5,012","8","4","2018","신내역로 160","202604~202803","갱신","-","3,888","14","아파트"
"20131","서울특별시 중랑구 신내동","826","0826","0000","우디안3단지","월세","29.7100","202603","18","2,700","28","4","2017","신내역로1길 142","202604~202803","갱신","-","5,832","21","아파트"
"20132","서울특별시 중랑구 신내동","826","0826","0000","우디안3단지","월세","29.7100","202603","18","5,544","22","2","2017","신내역로1길 142","202604~202803","갱신","-","5,832","21","아파트"
"20133","서울특별시 중랑구 신내동","660","0660","0000","신내(10단지)","월세","30.4000","202603","18","846","9","12","1996","신내로 115","202603~202806","신규","-","","","아파트"
"20134","서울특별시 중랑구 신내동","660","0660","0000","신내(10단지)","월세","39.5900","202603","18","1,103","12","6","1996","신내로 115","202603~202806","신규","-","","","아파트"
"20135","서울특별시 중랑구 신내동","657","0657","0000","신내9진흥(임대)","월세","39.8400","202603","18","1,093","12","15","1996","신내로 127","202603~202806","신규","-","","","아파트"
"20136","서울특별시 중랑구 신내동","317","0317","0000","데시앙","전세","59.9900","202603","18","13,870","0","5","2010","용마산로 669","202604~202803","갱신","-","13,210","0","아파트"
"20137","서울특별시 광진구 구의동","611","0611","0000","구의현대2단지","전세","84.8600","202603","18","90,000","0","12","1996","광나루로56길 32","202605~202805","신규","-","","","아파트"
"20138","서울특별시 중랑구 신내동","317","0317","0000","데시앙","전세","59.9900","202603","18","13,870","0","15","2010","용마산로 669","202604~202803","갱신","-","13,200","0","아파트"
"20139","서울특별시 중랑구 면목동","1077-1","1077","0001","용마한신","전세","59.2200","202603","18","36,500","0","13","1990","사가정로71길 19","202605~202805","신규","-","","","아파트"
"20140","서울특별시 강북구 번동","234","0234","0000","주공4단지","월세","59.2200","202603","18","21,000","5","11","1991","오현로 207","202605~202805","신규","-","","","아파트"
"20141","서울특별시 강북구 번동","234","0234","0000","주공4단지","전세","41.3000","202603","18","20,000","0","1","1991","오현로 207","202605~202805","신규","-","","","아파트"
"20142","서울특별시 강북구 번동","136","0136","0000","번동솔그린","전세","59.8200","202603","18","31,000","0","1","1999","한천로109길 83","202604~202804","신규","-","","","아파트"
"20143","서울특별시 강북구 번동","242","0242","0000","주공1단지","월세","41.3000","202603","18","2,000","73","11","1991","한천로105길 23","202603~202803","갱신","사용","2,000","70","아파트"
"20144","서울특별시 중랑구 신내동","317","0317","0000","데시앙","전세","59.9900","202603","18","13,870","0","7","2010","용마산로 669","202604~202803","갱신","-","13,210","0","아파트"
"20145","서울특별시 중랑구 신내동","317","0317","0000","데시앙","전세","59.7000","202603","18","13,870","0","15","2010","용마산로 669","202604~202803","갱신","-","13,210","0","아파트"
"20146","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","39.4800","202603","18","15,900","61","17","2025","자양로18길 22","202605~202805","신규","-","","","아파트"
"20147","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","39.4800","202603","18","15,900","61","7","2025","자양로18길 22","202605~202805","신규","-","","","아파트"
"20148","서울특별시 동대문구 답십리동","1014","1014","0000","답십리파크자이","월세","45.3800","202603","18","3,420","19","11","2019","답십리로56길 105","202603~202805","신규","-","","","아파트"
"20149","서울특별시 광진구 광장동","554-7","0554","0007","현대5","월세","59.6700","202603","18","42,000","40","11","1989","아차산로70길 61","202603~202803","갱신","-","42,000","20","아파트"
"20150","서울특별시 광진구 광장동","145-8","0145","0008","워커힐","전세","162.4100","202603","18","95,000","0","4","1981","아차산로 637","202608~202808","신규","-","","","아파트"
"20151","서울특별시 광진구 광장동","577","0577","0000","현대파크빌","월세","59.7600","202603","18","50,000","120","20","2000","아차산로 549","202605~202805","신규","-","","","아파트"
"20152","서울특별시 광진구 광장동","484","0484","0000","현대3","월세","84.9700","202603","18","10,000","150","3","1990","아차산로70길 62","202603~202803","갱신","-","40,000","70","아파트"
"20153","서울특별시 동대문구 답십리동","268-3","0268","0003","엘림스퀘어3","월세","14.7600","202603","18","60","30","6","2020","전농로 45","202603~202806","신규","-","","","아파트"
"20154","서울특별시 동대문구 답십리동","268-3","0268","0003","엘림스퀘어3","월세","14.7600","202603","18","60","30","4","2020","전농로 45","202603~202806","신규","-","","","아파트"
"20155","서울특별시 동대문구 이문동","149-8","0149","0008","이문아이파크자이","월세","102.9300","202603","18","20,000","360","23","2025","이문로 120","202603~202803","신규","-","","","아파트"
"20156","서울특별시 동대문구 답십리동","10","0010","0000","동아","전세","84.7200","202603","18","55,000","0","16","2001","한천로11길 10-1","202603~202806","신규","-","","","아파트"
"20157","서울특별시 동대문구 전농동","688","0688","0000","래미안아름숲","월세","84.9200","202603","18","50,000","80","2","2012","전농로16길 51","202604~202804","신규","-","","","아파트"
"20158","서울특별시 동대문구 답십리동","41","0041","0000","동서울한양","전세","59.6700","202603","18","30,000","0","12","1989","답십리로 184","202605~202805","갱신","사용","30,000","0","아파트"
"20159","서울특별시 동대문구 답십리동","41","0041","0000","동서울한양","전세","76.4100","202603","18","39,900","0","8","1989","답십리로 184","202603~202803","갱신","사용","38,000","0","아파트"
"20160","서울특별시 중랑구 상봉동","503","0503","0000","세이지움상봉","월세","23.9838","202603","18","7,100","65","6","2025","봉우재로 101","202604~202804","신규","-","","","아파트"
"20161","서울특별시 중랑구 상봉동","503","0503","0000","세이지움상봉","월세","23.9838","202603","18","7,100","65","24","2025","봉우재로 101","202604~202804","신규","-","","","아파트"
"20162","서울특별시 동대문구 이문동","149-8","0149","0008","이문아이파크자이","전세","59.9100","202603","18","72,000","0","32","2025","이문로 120","202605~202805","신규","-","","","아파트"
"20163","서울특별시 동대문구 이문동","257-42","0257","0042","래미안라그란데","월세","55.9900","202603","18","20,000","200","7","2025","이문로35길 12","202605~202805","신규","-","","","아파트"
"20164","서울특별시 동대문구 이문동","149-8","0149","0008","이문아이파크자이","월세","59.9100","202603","18","10,000","290","31","2025","이문로 120","202603~202803","신규","-","","","아파트"
"20165","서울특별시 동대문구 이문동","54","0054","0000","현대","전세","114.6000","202603","18","65,000","0","18","2000","한천로58길 107","202604~202804","신규","-","","","아파트"
"20166","서울특별시 중랑구 상봉동","101-19","0101","0019","상봉베스트원","월세","26.8400","202603","18","1,000","125","12","2019","망우로 304","202604~202703","신규","-","","","아파트"
"20167","서울특별시 성북구 삼선동2가","425","0425","0000","삼선푸르지오","전세","114.6500","202603","18","60,000","0","5","2008","보문로29다길 31","202605~202805","신규","-","","","아파트"
"20168","서울특별시 도봉구 방학동","732","0732","0000","신동아아파트4","전세","59.9200","202603","18","30,000","0","7","1995","방학로 200","202605~202805","신규","-","","","아파트"
"20169","서울특별시 성북구 길음동","1282","1282","0000","길음뉴타운5단지(래미안)","전세","59.7500","202603","18","57,000","0","8","2006","길음로 74","202603~202803","갱신","-","45,000","0","아파트"
"20170","서울특별시 중랑구 망우동","620","0620","0000","중랑숲시티프라디움","월세","55.8000","202603","18","16,317","23","16","2022","양원역로10길 47","202604~202803","갱신","-","11,517","42","아파트"
"20171","서울특별시 중랑구 망우동","608","0608","0000","LH서울양원1단지","월세","14.9600","202603","18","3,489","7","2","2022","양원역로 92","202605~202804","갱신","-","2,752","10","아파트"
"20172","서울특별시 중랑구 망우동","608","0608","0000","LH서울양원1단지","월세","14.9600","202603","18","3,389","8","10","2022","양원역로 92","202605~202804","갱신","-","2,599","9","아파트"
"20173","서울특별시 성북구 길음동","1279","1279","0000","길음뉴타운1단지(래미안길음1차)","월세","84.9600","202603","18","5,000","220","6","2003","길음로9길 40","202606~202806","신규","-","","","아파트"
