"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"178","서울특별시 은평구 불광동","3**","8m미만","51.75","월세","202604","27","15,500","3","1990","통일로78가길","202604~202804","갱신","-","15,500","0","단독다가구"
"179","서울특별시 서대문구 창천동","2**","8m미만","17.00","월세","202604","27","300","50","1996","신촌로1안길","202604~202607","신규","-","","","단독다가구"
"180","서울특별시 서대문구 홍은동","2**","8m미만","60.30","월세","202604","27","8,000","30","1973","모래내로17길","202607~202807","신규","-","","","단독다가구"
"181","서울특별시 서대문구 홍제동","2**","8m미만","52.92","전세","202604","27","17,000","0","1996","세무서길","202604~202804","갱신","-","17,000","0","단독다가구"
"182","서울특별시 은평구 응암동","5**","8m미만","34.06","월세","202604","27","500","35","1993","불광천길","202606~202806","신규","-","","","단독다가구"
"183","서울특별시 은평구 응암동","9*","8m미만","42.00","월세","202604","27","500","40","1994","은평로12길","202605~202805","신규","-","","","단독다가구"
"184","서울특별시 도봉구 도봉동","6**","8m미만","70.68","월세","202604","27","13,000","35","1993","마들로","202605~202805","신규","-","","","단독다가구"
"185","서울특별시 관악구 봉천동","6**","8m미만","21.20","월세","202604","27","1,000","60","2019","봉천로23가길","202606~202806","신규","-","","","단독다가구"
"186","서울특별시 서초구 서초동","1***","8m미만","22.00","월세","202604","27","3,000","45","","서초대로48길","202605~202705","신규","-","","","단독다가구"
"187","서울특별시 관악구 봉천동","1**","8m미만","30.00","월세","202604","27","1,000","45","1989","인헌12가길","202605~202805","신규","-","","","단독다가구"
"188","서울특별시 송파구 잠실동","2**","8m미만","37.60","전세","202604","27","17,000","0","2001","올림픽로12길","202605~202805","갱신","-","17,000","0","단독다가구"
"189","서울특별시 관악구 신림동","9*","8m미만","18.00","월세","202604","27","500","30","1996","신림로48가길","202604~202704","신규","-","","","단독다가구"
"190","서울특별시 서초구 방배동","4**","8m미만","18.00","월세","202604","27","1,000","60","2010","방배천로2안길","202604~202804","신규","-","","","단독다가구"
"191","서울특별시 서초구 방배동","9**","8m미만","46.25","월세","202604","27","10,000","60","1996","방배로16길","202605~202805","신규","-","","","단독다가구"
"192","서울특별시 관악구 신림동","6**","8m미만","33.00","월세","202604","27","1,000","90","2011","난곡로30가길","202604~202804","신규","-","","","단독다가구"
"193","서울특별시 관악구 신림동","5**","12m미만","40.00","월세","202604","27","500","30","1989","법원단지5나길","202604~202804","신규","-","","","단독다가구"
"194","서울특별시 동작구 사당동","4**","8m미만","26.00","월세","202604","27","16,500","8","2023","남부순환로263길","202605~202805","신규","-","","","단독다가구"
"195","서울특별시 동작구 신대방동","6**","25m미만","15.00","월세","202604","27","100","10","2008","신대방1가길","202604~202607","신규","-","","","단독다가구"
"196","서울특별시 송파구 잠실동","2**","8m미만","30.00","월세","202604","27","5,000","79","2001","백제고분로19길","202606~202806","신규","-","","","단독다가구"
"197","서울특별시 동작구 상도1동","8**","8m미만","18.00","월세","202604","27","500","37","2016","상도로38길","202604~202703","신규","-","","","단독다가구"
"198","서울특별시 관악구 봉천동","6**","8m미만","76.84","월세","202604","27","5,000","95","1991","국회단지11길","202606~202806","갱신","-","5,000","90","단독다가구"
"199","서울특별시 관악구 남현동","1***","8m미만","20.00","월세","202604","27","1,000","50","2019","남부순환로266길","202604~202804","신규","-","","","단독다가구"
"200","서울특별시 관악구 봉천동","1***","8m미만","20.00","월세","202604","27","4,000","45","2007","남부순환로247길","202604~202804","신규","-","","","단독다가구"
"201","서울특별시 관악구 봉천동","6**","8m미만","33.00","월세","202604","27","1,000","70","1996","봉천로23다길","202604~202804","신규","-","","","단독다가구"
"202","서울특별시 관악구 남현동","6**","8m미만","133.52","월세","202604","27","7,000","220","1995","승방1길","202605~202805","신규","-","","","단독다가구"
"203","서울특별시 관악구 남현동","1***","8m미만","37.10","전세","202604","27","16,000","0","1993","남현2길","202604~202804","신규","-","","","단독다가구"
"204","서울특별시 관악구 봉천동","1**","8m미만","18.00","월세","202604","26","500","40","2018","행운8길","202604~202804","신규","-","","","단독다가구"
"205","서울특별시 관악구 봉천동","1***","8m미만","15.00","전세","202604","26","12,000","0","","남부순환로","202605~202805","신규","-","","","단독다가구"
"206","서울특별시 관악구 봉천동","1***","8m미만","15.00","월세","202604","26","200","30","2014","봉천로","202604~202704","신규","-","","","단독다가구"
"207","서울특별시 관악구 봉천동","1***","25m미만","24.00","월세","202604","26","300","42","1994","쑥고개로16길","202604~202704","신규","-","","","단독다가구"
"208","서울특별시 송파구 잠실동","2**","8m미만","26.40","월세","202604","26","1,000","72","1990","백제고분로7길","202604~202804","신규","-","","","단독다가구"
"209","서울특별시 서초구 양재동","9*","8m미만","61.11","전세","202604","26","31,500","0","1988","양재천로","202605~202805","갱신","사용","30,000","0","단독다가구"
"210","서울특별시 서초구 양재동","*","8m미만","25.10","월세","202604","26","12,500","22","1995","남부순환로358길","202606~202706","갱신","-","12,500","19","단독다가구"
"211","서울특별시 관악구 봉천동","1**","8m미만","16.50","월세","202604","26","2,000","55","2008","낙성대역12길","202606~202802","신규","-","","","단독다가구"
"212","서울특별시 관악구 신림동","4**","8m미만","24.00","월세","202604","26","500","30","1993","신림로41길","202604~202704","신규","-","","","단독다가구"
"213","서울특별시 관악구 신림동","9*","8m미만","45.00","월세","202604","26","2,000","85","1997","신림로48가길","202604~202804","신규","-","","","단독다가구"
"214","서울특별시 관악구 신림동","1***","8m미만","18.00","월세","202604","26","1,000","48","2016","관천로22길","202604~202704","신규","-","","","단독다가구"
"215","서울특별시 관악구 신림동","4**","8m미만","20.02","월세","202604","26","1,000","57","2021","서원6길","202604~202804","신규","-","","","단독다가구"
"216","서울특별시 동작구 신대방동","6**","25m미만","17.00","월세","202604","26","300","37","2010","대림로","202604~202704","신규","-","","","단독다가구"
"217","서울특별시 동작구 신대방동","3**","8m미만","18.02","월세","202604","26","1,000","55","2013","보라매로7가길","202604~202804","신규","-","","","단독다가구"
"218","서울특별시 관악구 신림동","1***","8m미만","18.00","월세","202604","26","500","40","2017","조원로4길","202604~202804","신규","-","","","단독다가구"
"219","서울특별시 종로구 구기동","6*","8m미만","59.06","월세","202604","26","10,000","50","1996","세검정로9길","202605~202804","갱신","-","8,000","60","단독다가구"
"220","서울특별시 성동구 성수동2가","3**","8m미만","49.24","전세","202604","26","16,000","0","1991","성덕정11길","202605~202805","갱신","-","16,000","0","단독다가구"
"221","서울특별시 광진구 중곡동","6**","8m미만","82.99","월세","202604","26","11,000","10","1992","동일로76가길","202604~202804","갱신","-","10,200","10","단독다가구"
"222","서울특별시 송파구 가락동","1**","8m미만","27.00","월세","202604","26","500","50","","동남로9길","202605~202805","갱신","사용","500","47","단독다가구"
"223","서울특별시 영등포구 신길동","4**","8m미만","72.00","월세","202604","26","1,000","60","2012","대방천로","202604~202804","신규","-","","","단독다가구"
"224","서울특별시 동작구 상도동","2**","8m미만","42.75","월세","202604","26","1,000","95","2014","양녕로22바길","202604~202804","신규","-","","","단독다가구"
"225","서울특별시 구로구 구로동","1**","8m미만","27.00","월세","202604","26","800","35","2006","구로중앙로5길","202604~202804","갱신","-","800","35","단독다가구"
"226","서울특별시 금천구 가산동","1**","8m미만","25.00","월세","202604","26","1,000","45","1974","남부순환로108길","202604~202804","갱신","-","3,000","40","단독다가구"
"227","서울특별시 금천구 시흥동","8**","8m미만","27.00","전세","202604","26","8,000","0","1978","시흥대로70길","202604~202804","신규","-","","","단독다가구"
"228","서울특별시 금천구 시흥동","8**","25m미만","57.57","전세","202604","26","13,500","0","1990","독산로","202606~202806","갱신","-","12,000","0","단독다가구"
"229","서울특별시 금천구 독산동","1***","8m미만","17.00","전세","202604","26","3,300","0","1978","독산로72길","202606~202806","신규","-","","","단독다가구"
"230","서울특별시 금천구 시흥동","8**","8m미만","28.80","월세","202604","26","1,000","40","1990","금하로","202604~202804","신규","-","","","단독다가구"
"231","서울특별시 영등포구 대림동","1***","8m미만","26.54","전세","202604","26","24,500","0","","대림로7다길","202605~202805","신규","-","","","단독다가구"
"232","서울특별시 영등포구 신길동","3**","8m미만","30.00","월세","202604","26","500","41","1997","도림로85길","202605~202805","갱신","-","500","40","단독다가구"
"233","서울특별시 동작구 상도동","1**","8m미만","22.02","월세","202604","26","2,000","50","2020","성대로31길","202604~202804","신규","-","","","단독다가구"
"234","서울특별시 서대문구 홍은동","2**","8m미만","38.08","월세","202604","26","1,000","40","1998","연희로41가길","202604~202804","신규","-","","","단독다가구"
"235","서울특별시 은평구 응암동","3**","8m미만","35.00","월세","202604","26","2,000","60","2017","응암로14길","202604~202804","신규","-","","","단독다가구"
"236","서울특별시 마포구 합정동","4**","25m미만","26.46","전세","202604","26","15,500","0","","희우정로","202605~202805","갱신","-","15,000","0","단독다가구"
"237","서울특별시 노원구 상계동","1**","8m미만","25.48","월세","202604","26","300","35","1995","상계로31길","202604~202804","갱신","-","300","30","단독다가구"
"238","서울특별시 성북구 동선동3가","9*","12m미만","46.58","전세","202604","26","20,500","0","1998","동소문로26라길","202604~202804","갱신","-","18,000","0","단독다가구"
"239","서울특별시 성북구 하월곡동","6*","8m미만","15.00","월세","202604","26","500","38","2017","화랑로5가길","202605~202804","신규","-","","","단독다가구"
"240","서울특별시 광진구 화양동","1*","8m미만","19.80","월세","202604","26","500","60","1991","아차산로33길","202604~202802","신규","-","","","단독다가구"
"241","서울특별시 성북구 정릉동","2**","8m미만","57.33","전세","202604","26","14,000","0","1993","보국문로8다길","202606~202806","신규","-","","","단독다가구"
"242","서울특별시 성북구 삼선동4가","*","12m미만","105.00","월세","202604","26","20,000","150","1991","삼선교로11길","-","-","-","","","단독다가구"
"243","서울특별시 성북구 삼선동4가","3**","8m미만","28.00","월세","202604","25","300","32","1993","삼선교로23가길","202604~202804","신규","-","","","단독다가구"
