시군구,번지,전월세구분,계약면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 광진구 구의동,2**,월세,24.09,"1,000",22,광나루로52길,단독다가구
서울특별시 성동구 금호동4가,5**,월세,208.14,"4,000",75,독서당로,단독다가구
서울특별시 용산구 이태원동,2**,월세,38.29,500,60,회나무로,단독다가구
서울특별시 광진구 구의동,2**,월세,36.0,500,68,구의로16길,단독다가구
서울특별시 광진구 구의동,2**,월세,25.0,"1,000",35,아차산로53길,단독다가구
서울특별시 광진구 자양동,4*,전세,38.29,"17,000",0,뚝섬로28길,단독다가구
서울특별시 성동구 행당동,*,월세,14.0,"1,000",45,마조로7길,단독다가구
서울특별시 광진구 자양동,1*,전세,20.0,"12,000",0,아차산로22길,단독다가구
서울특별시 광진구 중곡동,3*,월세,22.0,"2,000",30,긴고랑로,단독다가구
서울특별시 강남구 역삼동,7**,월세,195.54,"2,000",150,테헤란로32길,단독다가구
서울특별시 강남구 역삼동,7**,전세,30.7,"20,000",0,역삼로11길,단독다가구
서울특별시 강남구 역삼동,6**,월세,43.0,"1,000",90,논현로104길,단독다가구
서울특별시 광진구 중곡동,1**,월세,33.0,500,45,능동로53길,단독다가구
서울특별시 광진구 중곡동,2**,전세,40.0,"16,800",0,긴고랑로14길,단독다가구
서울특별시 성동구 송정동,7*,전세,44.9,"20,000",0,송정18길,단독다가구
서울특별시 강남구 개포동,1***,월세,20.52,500,65,개포로17길,단독다가구
서울특별시 강남구 개포동,1***,월세,43.35,"5,000",79,논현로18길,단독다가구
서울특별시 강남구 개포동,1***,월세,30.52,"1,500",68,논현로2길,단독다가구
서울특별시 광진구 자양동,6**,월세,34.5,"8,000",30,뚝섬로,단독다가구
서울특별시 종로구 삼청동,3*,월세,46.83,"5,000",110,북촌로5나길,단독다가구
서울특별시 종로구 신영동,1**,월세,37.5,500,50,세검정로6나길,단독다가구
서울특별시 광진구 자양동,4*,월세,16.56,200,30,뚝섬로26길,단독다가구
서울특별시 중구 장충동2가,1**,월세,39.26,"1,000",100,필동로1길,단독다가구
서울특별시 광진구 중곡동,6*,전세,29.7,"20,000",0,긴고랑로,단독다가구
서울특별시 광진구 자양동,7**,전세,29.19,"10,000",0,자양로19길,단독다가구
서울특별시 강남구 일원동,6**,월세,21.4,500,50,개포로130길,단독다가구
서울특별시 강남구 일원동,6**,월세,24.75,"1,000",70,일원로,단독다가구
서울특별시 광진구 자양동,8**,월세,18.0,300,40,뚝섬로23길,단독다가구
서울특별시 광진구 자양동,*,월세,24.0,500,47,아차산로28길,단독다가구
서울특별시 광진구 중곡동,2**,월세,48.0,"3,000",80,긴고랑로11길,단독다가구
서울특별시 광진구 중곡동,2**,월세,55.0,"11,000",50,긴고랑로7길,단독다가구
서울특별시 용산구 이태원동,4**,전세,51.11,"5,000",0,녹사평대로40가길,단독다가구
서울특별시 성동구 용답동,7*,월세,35.0,"3,000",55,용답중앙11길,단독다가구
서울특별시 광진구 중곡동,1**,월세,40.1,"6,700",40,천호대로125길,단독다가구
서울특별시 광진구 중곡동,1**,전세,78.43,"7,000",0,용마산로,단독다가구
서울특별시 성동구 용답동,5*,월세,35.0,"2,000",80,용답중앙길,단독다가구
서울특별시 성동구 하왕십리동,9**,전세,64.89,"15,000",0,무학봉15나길,단독다가구
서울특별시 성동구 금호동4가,6**,월세,30.0,"1,000",55,독서당로,단독다가구
서울특별시 광진구 중곡동,3*,월세,50.0,"1,000",50,능동로48가길,단독다가구
서울특별시 광진구 중곡동,5*,전세,19.0,"3,000",0,긴고랑로31길,단독다가구
서울특별시 종로구 행촌동,2**,월세,55.0,"5,000",180,통일로12길,단독다가구
서울특별시 용산구 보광동,2**,전세,29.58,"10,000",0,보광로25길,단독다가구
서울특별시 종로구 명륜3가,*,월세,29.22,"8,000",20,명륜길,단독다가구
서울특별시 종로구 행촌동,2**,월세,40.76,"4,500",50,사직로1길,단독다가구
서울특별시 도봉구 방학동,6**,월세,50.0,500,70,방학로,단독다가구
서울특별시 강북구 수유동,2**,전세,15.47,"7,500",0,한천로143길,단독다가구
서울특별시 강북구 수유동,2**,월세,14.0,100,30,노해로14길,단독다가구
서울특별시 강북구 수유동,1**,월세,82.89,"2,000",100,도봉로99길,단독다가구
서울특별시 강북구 수유동,1**,월세,16.0,200,38,도봉로101길,단독다가구
서울특별시 강북구 수유동,*,월세,19.83,"1,000",52,삼각산로28길,단독다가구
서울특별시 강북구 수유동,*,월세,83.7,"13,000",50,삼각산로28길,단독다가구
서울특별시 강북구 수유동,5**,월세,47.01,"1,000",70,4.19로,단독다가구
서울특별시 강북구 수유동,1**,전세,20.0,"7,000",0,수유로17길,단독다가구
서울특별시 강북구 수유동,5**,전세,27.0,"7,875",0,4.19로12길,단독다가구
서울특별시 강북구 수유동,4**,월세,31.1,"1,000",30,인수봉로28가길,단독다가구
서울특별시 강북구 수유동,4**,월세,41.31,500,45,인수봉로,단독다가구
서울특별시 강북구 수유동,*,월세,83.7,"13,000",50,삼각산로28길,단독다가구
서울특별시 강북구 수유동,4**,월세,17.0,200,20,인수봉로61길,단독다가구
서울특별시 은평구 대조동,2**,월세,68.0,"2,000",77,연서로20길,단독다가구
서울특별시 은평구 불광동,3**,월세,72.0,"3,000",30,연서로,단독다가구
서울특별시 은평구 불광동,1**,월세,18.0,500,50,불광로,단독다가구
서울특별시 은평구 응암동,7**,월세,30.0,"1,000",40,가좌로,단독다가구
서울특별시 강북구 미아동,7**,월세,50.0,"7,500",10,삼양로47길,단독다가구
서울특별시 강북구 미아동,8**,월세,23.0,500,30,솔샘로,단독다가구
서울특별시 서대문구 연희동,산6*,월세,19.0,700,55,성산로,단독다가구
서울특별시 서대문구 연희동,3**,월세,15.4,"1,000",57,연희로6길,단독다가구
서울특별시 노원구 중계동,7*,월세,13.2,"1,000",21,중계로14라길,단독다가구
서울특별시 노원구 상계동,1***,월세,55.09,"10,000",30,동일로237길,단독다가구
서울특별시 노원구 상계동,1***,월세,49.36,"3,000",65,동일로242길,단독다가구
서울특별시 노원구 상계동,1***,월세,47.0,"3,000",60,동일로237나길,단독다가구
서울특별시 노원구 상계동,1***,월세,19.0,"1,000",37,동일로237가길,단독다가구
서울특별시 노원구 상계동,3**,월세,29.28,"1,000",45,한글비석로31길,단독다가구
서울특별시 마포구 공덕동,*,전세,19.04,"10,000",0,효창원로,단독다가구
서울특별시 마포구 공덕동,1*,월세,39.0,"3,000",40,만리재로12가길,단독다가구
서울특별시 마포구 공덕동,1*,월세,39.0,"3,000",40,만리재로12가길,단독다가구
서울특별시 마포구 염리동,2*,월세,22.96,200,70,마포대로11길,단독다가구
서울특별시 노원구 공릉동,2**,월세,25.0,"1,000",55,공릉로32길,단독다가구
서울특별시 노원구 공릉동,3**,월세,43.44,"1,500",45,동일로193길,단독다가구
서울특별시 강북구 번동,4**,월세,30.0,300,25,한천로130길,단독다가구
서울특별시 강북구 번동,4**,월세,43.31,"8,000",60,한천로124가길,단독다가구
서울특별시 강북구 번동,4**,월세,24.75,200,40,한천로130길,단독다가구
서울특별시 마포구 망원동,4**,월세,45.12,"2,000",120,망원로,단독다가구
서울특별시 은평구 신사동,1*,월세,18.0,"1,000",44,갈현로1길,단독다가구
서울특별시 서대문구 남가좌동,*,월세,16.0,500,51,명지대3길,단독다가구
서울특별시 서대문구 남가좌동,*,월세,19.8,500,50,명지대길,단독다가구
서울특별시 서대문구 남가좌동,3**,전세,75.37,"15,000",0,증가로12나길,단독다가구
서울특별시 마포구 노고산동,5*,월세,36.0,"1,000",95,신촌로12다길,단독다가구
서울특별시 마포구 노고산동,1*,월세,24.0,500,70,고산2길,단독다가구
서울특별시 마포구 노고산동,1*,월세,23.0,"1,000",85,고산2길,단독다가구
서울특별시 서대문구 북아현동,*,월세,42.76,"10,000",10,북아현로18길,단독다가구
서울특별시 노원구 월계동,3**,전세,68.12,"18,000",0,광운로15길,단독다가구
서울특별시 노원구 월계동,3**,월세,40.0,"5,000",30,광운로13길,단독다가구
서울특별시 서대문구 홍제동,2**,전세,35.25,"9,000",0,세무서8길,단독다가구
서울특별시 서대문구 홍제동,3**,전세,39.22,"6,000",0,송죽길,단독다가구
서울특별시 마포구 서교동,3**,월세,27.0,"1,000",62,와우산로29가길,단독다가구
서울특별시 마포구 서교동,4**,월세,46.25,"2,000",170,동교로17안길,단독다가구
서울특별시 서대문구 홍은동,*,월세,10.0,500,40,포방터2길,단독다가구
서울특별시 서대문구 홍은동,*,월세,10.0,500,40,포방터2길,단독다가구
서울특별시 서대문구 홍은동,1**,월세,40.0,"1,000",50,연희로41길,단독다가구
서울특별시 서대문구 창천동,5*,월세,15.0,300,33,연세로7길,단독다가구
서울특별시 서대문구 창천동,1**,월세,19.8,"1,000",65,신촌로7안길,단독다가구
서울특별시 도봉구 도봉동,5**,월세,20.2,300,30,도봉로177길,단독다가구
서울특별시 마포구 서교동,4**,월세,41.06,"12,000",30,동교로,단독다가구
서울특별시 도봉구 창동,4**,전세,78.67,"21,000",0,우이천로8길,단독다가구
서울특별시 도봉구 창동,6**,월세,54.88,"12,000",30,도봉로110다길,단독다가구
서울특별시 도봉구 창동,4**,월세,75.6,"14,000",23,우이천로4다길,단독다가구
서울특별시 도봉구 창동,6**,월세,43.0,"1,000",55,도봉로106길,단독다가구
서울특별시 도봉구 창동,5**,월세,40.0,"1,000",30,덕릉로59마길,단독다가구
서울특별시 도봉구 창동,6**,월세,198.3,500,35,도봉로104길,단독다가구
서울특별시 도봉구 방학동,6**,전세,16.52,"1,000",0,도당로,단독다가구
서울특별시 도봉구 방학동,6**,전세,30.0,"3,000",0,도당로17길,단독다가구
서울특별시 도봉구 방학동,6**,월세,30.0,500,35,시루봉로,단독다가구
서울특별시 도봉구 방학동,6**,월세,39.27,200,25,시루봉로15라길,단독다가구
서울특별시 도봉구 쌍문동,4**,월세,40.0,500,40,우이천로48길,단독다가구
서울특별시 도봉구 쌍문동,4**,전세,42.0,"12,000",0,삼양로,단독다가구
서울특별시 도봉구 쌍문동,1**,월세,30.0,500,20,도봉로109가길,단독다가구
서울특별시 은평구 갈현동,2**,월세,41.14,500,45,연서로25길,단독다가구
서울특별시 은평구 갈현동,4**,전세,40.0,"14,000",0,갈현로35길,단독다가구
서울특별시 은평구 갈현동,4**,월세,27.0,500,38,통일로87길,단독다가구
서울특별시 영등포구 대림동,1***,월세,30.0,500,55,디지털로,단독다가구
서울특별시 구로구 개봉동,3**,월세,42.0,"1,000",40,개봉로5길,단독다가구
서울특별시 구로구 개봉동,6*,전세,45.09,"9,000",0,고척로20길,단독다가구
서울특별시 구로구 개봉동,5*,전세,30.0,"5,000",0,고척로21가길,단독다가구
서울특별시 동작구 상도동,2**,월세,17.0,500,48,국사봉길,단독다가구
서울특별시 동작구 상도동,2**,월세,17.0,"1,000",50,성대로6가길,단독다가구
서울특별시 동작구 상도동,2**,월세,40.0,"2,000",60,양녕로22나길,단독다가구
서울특별시 영등포구 영등포동,6**,전세,39.0,"10,500",0,영신로8길,단독다가구
서울특별시 영등포구 영등포동,6**,월세,23.0,"5,000",75,영신로20길,단독다가구
서울특별시 영등포구 영등포동,6**,전세,39.0,"10,500",0,영신로8길,단독다가구
서울특별시 동작구 상도동,3**,월세,145.0,"5,000",50,상도로15라길,단독다가구
서울특별시 동작구 상도동,2**,월세,21.0,500,34,성대로31길,단독다가구
서울특별시 동작구 상도동,2**,전세,37.0,"16,000",0,성대로29길,단독다가구
서울특별시 구로구 구로동,5**,월세,143.71,300,29,구로중앙로32가길,단독다가구
서울특별시 구로구 구로동,4**,월세,19.0,"1,000",48,구로동로,단독다가구
서울특별시 금천구 시흥동,9**,월세,18.0,"10,000",10,시흥대로47길,단독다가구
서울특별시 구로구 구로동,4**,월세,23.0,500,55,가마산로20라길,단독다가구
서울특별시 영등포구 당산동2가,1**,월세,26.0,500,60,선유동1로,단독다가구
서울특별시 구로구 구로동,3**,전세,35.0,"12,000",0,가마산로20나길,단독다가구
서울특별시 구로구 구로동,1**,월세,33.06,"1,000",60,도림로23길,단독다가구
서울특별시 구로구 구로동,4**,월세,39.47,"5,000",65,벚꽃로72길,단독다가구
서울특별시 구로구 구로동,4**,월세,14.4,50,34,구로동로42길,단독다가구
서울특별시 구로구 구로동,1**,월세,13.28,300,33,구로중앙로12길,단독다가구
서울특별시 구로구 구로동,1**,전세,41.0,"12,500",0,구로중앙로14길,단독다가구
서울특별시 구로구 구로동,3**,전세,35.0,"12,000",0,가마산로20나길,단독다가구
서울특별시 구로구 구로동,1**,월세,18.5,500,33,구로중앙로8길,단독다가구
서울특별시 구로구 구로동,4**,월세,48.87,500,30,구로동로42길,단독다가구
서울특별시 영등포구 당산동4가,*,월세,29.0,"2,000",30,국회대로37길,단독다가구
서울특별시 동작구 노량진동,2**,월세,16.5,"1,000",58,만양로,단독다가구
서울특별시 동작구 노량진동,2**,월세,16.5,200,38,장승배기로24길,단독다가구
서울특별시 동작구 노량진동,2**,월세,37.34,"13,000",10,만양로14사길,단독다가구
서울특별시 동작구 노량진동,3**,전세,247.65,"130,000",0,장승배기로19가길,단독다가구
서울특별시 동작구 노량진동,3**,전세,222.05,"120,000",0,장승배기로19다길,단독다가구
서울특별시 동작구 노량진동,2**,월세,16.0,500,38,노량진로8길,단독다가구
서울특별시 구로구 가리봉동,1**,월세,17.0,400,40,디지털로27길,단독다가구
